event_idx,track_idx,label,muon_pixel_tracks_p,muon_pixel_tracks_pt,muon_pixel_tracks_ptErr,muon_pixel_tracks_chi2,muon_pixel_tracks_normalizedChi2,muon_pixel_tracks_etaErr,muon_pixel_tracks_phiErr,muon_pixel_tracks_dszErr,muon_pixel_tracks_dxyErr,muon_pixel_tracks_dzErr,muon_pixel_tracks_qoverpErr,muon_pixel_tracks_lambdaErr,muon_pixel_tracks_eta,muon_pixel_tracks_nPixelHits,muon_pixel_tracks_nTrkLays,muon_pixel_tracks_nFoundHits,muon_pixel_tracks_nLostHits,muon_pixel_tracks_impact3D,muon_pixel_tracks_impactSignificance,muon_pixel_tracks_chi2PerHit,muon_pixel_tracks_hitEfficiency,muon_pixel_tracks_sigmaPtOverPt,muon_pixel_tracks_relUncertaintyProduct,muon_pixel_tracks_sip2D,muon_pixel_tracks_sipZ,muon_pixel_tracks_dxyOverPt,muon_pixel_tracks_ptErrOverP,muon_pixel_tracks_dzOverDxy,muon_pixel_tracks_absEta,L1TkMu_nStubs,L1TkMu_nStubs_Endcap,L1TkMu_nStubs_Barrel,L1TkMu_stubQual_max,L1TkMu_stubMax_etaRegion,L1TkMu_stubMax_phiRegion,L1TkMu_stubMax_depthRegion,L1TkMu_hasMatch,L1TkMu_dR2min,L1TkMu_dPtNorm,L1TkMu_chi2Pt,L1TkMu_matchingScore,L1TkMu_nCompatible,L1TkMu_secondBest_dR2,is_low_pt
20,3,0,9.020713568e-01,6.233667135e-01,-1.112531304e+00,7.743777037e-01,-2.670142949e-01,-3.266601086e+00,-3.198952675e+00,-2.627741337e+00,-2.618284225e+00,-2.349123955e+00,-2.637650490e+00,-3.544584274e+00,-1.257063389e+00,4.000000000e+00,7.000000000e+00,8.000000000e+00,0.000000000e+00,1.576251388e+00,3.137346745e+00,-1.287118047e-01,1.000000000e+00,-1.735879779e+00,-3.470386505e+00,-5.407596380e-02,3.137346745e+00,-3.295050144e+00,-2.014563322e+00,3.460462332e+00,1.257063389e+00,2.000000000e+00,1.000000000e+00,1.000000000e+00,3.000000000e+00,-2.000000000e+00,5.000000000e+00,1.000000000e+00,1.000000000e+00,-5.392265320e+00,-2.487176418e+00,-1.505622387e+00,-5.391201496e+00,1.000000000e+00,4.342942646e-07,8.317009211e-01
20,4,0,6.773335934e-01,5.204776525e-01,-1.300236225e+00,7.300617695e-01,-2.241801172e-01,-3.237423897e+00,-3.194415569e+00,-2.530434847e+00,-2.579623938e+00,-2.373623610e+00,-2.497756004e+00,-3.393953562e+00,-9.018748999e-01,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,1.609100103e-01,2.454181194e+00,-1.150358096e-01,1.000000000e+00,-1.820693612e+00,-3.639384031e+00,-6.095275879e-01,2.454180956e+00,-3.707575083e+00,-1.977537155e+00,3.269102097e+00,9.018748999e-01,1.000000000e+00,0.000000000e+00,1.000000000e+00,3.000000000e+00,-2.000000000e+00,5.000000000e+00,1.000000000e+00,1.000000000e+00,-5.566524982e+00,-3.129688025e+00,-2.619565487e+00,-5.566321850e+00,1.000000000e+00,4.342942646e-07,9.667565823e-01
20,5,0,4.928749800e-01,3.781339228e-01,-1.383288383e+00,6.053168774e-01,-2.397805452e-01,-3.141591549e+00,-3.120172262e+00,-2.453306913e+00,-2.542476654e+00,-2.338594437e+00,-2.254075050e+00,-3.256150961e+00,-7.593038678e-01,4.000000000e+00,6.000000000e+00,6.000000000e+00,0.000000000e+00,-2.549166441e+00,1.073583603e+00,-1.728338748e-01,1.000000000e+00,-1.761407375e+00,-3.521265984e+00,4.982288480e-01,1.057666421e+00,-2.422418356e+00,-1.876140952e+00,7.633287311e-01,7.593038678e-01,1.000000000e+00,0.000000000e+00,1.000000000e+00,3.000000000e+00,-1.000000000e+00,6.000000000e+00,3.000000000e+00,1.000000000e+00,-4.674648285e+00,-1.718642473e+00,6.908991188e-02,-4.666810989e+00,2.000000000e+00,4.342942646e-07,9.946373105e-01
20,6,0,9.187275767e-01,3.518680930e-01,-1.017751217e+00,1.059048772e+00,1.765642874e-02,-2.967498302e+00,-2.813164711e+00,-2.500056028e+00,-2.350715160e+00,-1.933296680e+00,-2.288139105e+00,-3.533275843e+00,-1.979486823e+00,7.000000000e+00,6.000000000e+00,8.000000000e+00,0.000000000e+00,4.727334380e-01,2.169701338e+00,1.559590101e-01,1.000000000e+00,-1.369613528e+00,-2.738881111e+00,-4.898303151e-01,2.169700384e+00,-3.191836119e+00,-1.936445832e+00,3.076709986e+00,1.979486823e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,-5.000000000e+00,6.000000000e+00,1.000000000e+00,1.000000000e+00,-5.705439091e+00,-1.874481320e+00,-1.021295071e+00,-5.702592850e+00,1.000000000e+00,5.413045883e-01,9.959430099e-01
20,7,0,3.706193566e-01,3.425627947e-01,-1.547106862e+00,9.229797125e-01,-3.126235306e-02,-3.067920685e+00,-3.078165293e+00,-2.280672550e+00,-2.466552496e+00,-2.252621412e+00,-2.260109425e+00,-3.095943213e+00,-3.633335233e-01,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,3.196173906e-01,2.412507534e+00,7.788196206e-02,1.000000000e+00,-1.889651060e+00,-3.776649475e+00,-2.373364449e+00,2.412507534e+00,-5.121142864e+00,-1.917705417e+00,4.970893860e+00,3.633335233e-01,2.000000000e+00,0.000000000e+00,2.000000000e+00,3.000000000e+00,-1.000000000e+00,6.000000000e+00,1.000000000e+00,1.000000000e+00,-4.332149982e+00,-2.219010592e+00,-6.640226841e-01,-4.329591274e+00,1.000000000e+00,6.978648901e-01,9.963105321e-01
21,0,0,1.321539164e+00,6.566016674e-01,-6.812798977e-01,8.215657473e-01,-2.923768163e-01,-3.186478138e+00,-3.032597065e+00,-2.696502447e+00,-2.513246298e+00,-2.031734467e+00,-2.659183025e+00,-3.849004984e+00,2.212314844e+00,8.000000000e+00,7.000000000e+00,9.000000000e+00,0.000000000e+00,1.021340370e+00,2.542452335e+00,-1.326762438e-01,1.000000000e+00,-1.337874174e+00,-2.675519943e+00,-1.223035157e-01,2.542451143e+00,-3.291443110e+00,-2.002777338e+00,3.146174669e+00,2.212314844e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,3.400000000e+01,1.000000000e+00,1.000000000e+00,-4.779097080e+00,-3.053284168e+00,-3.431376934e+00,-4.778736591e+00,2.000000000e+00,4.342942646e-07,7.169724107e-01
21,1,0,1.317170858e+00,5.591407418e-01,-5.534369946e-01,7.979819775e-01,-3.159605563e-01,-3.120705366e+00,-2.747082233e+00,-2.590100765e+00,-2.211254358e+00,-1.832210183e+00,-2.429612875e+00,-3.876032591e+00,2.430868864e+00,9.000000000e+00,7.000000000e+00,9.000000000e+00,0.000000000e+00,1.478354037e-01,1.906157970e+00,-1.562599689e-01,1.000000000e+00,-1.112573624e+00,-2.225065470e+00,-7.717795372e-01,1.906157017e+00,-3.540736437e+00,-1.870577097e+00,3.056607008e+00,2.430868864e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,1.000000000e+00,1.087502003e+00,9.400709867e-01
21,2,1,6.854871511e-01,5.512455106e-01,-1.291372180e+00,2.907337248e-01,-6.635070443e-01,-3.254793167e+00,-3.191126585e+00,-2.539602757e+00,-2.572781324e+00,-2.405400991e+00,-2.527817249e+00,-3.388751984e+00,8.273224831e-01,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,1.186909676e+00,2.998976946e+00,-5.543630123e-01,1.000000000e+00,-1.842595816e+00,-3.683004618e+00,9.774683714e-01,2.998957396e+00,-2.146660089e+00,-1.976826668e+00,2.188904047e+00,8.273224831e-01,2.000000000e+00,0.000000000e+00,2.000000000e+00,3.000000000e+00,2.000000000e+00,7.000000000e+00,1.000000000e+00,1.000000000e+00,-4.916157246e+00,-2.115333080e+00,-5.521597862e-01,-4.913113117e+00,1.000000000e+00,4.342942646e-07,9.470173717e-01
21,3,0,9.377276301e-01,3.147663772e-01,-1.042836905e+00,1.149217606e+00,3.527460247e-02,-2.824713230e+00,-2.693972111e+00,-2.379100323e+00,-2.235961914e+00,-1.756218076e+00,-2.295011997e+00,-3.446748257e+00,-2.113065720e+00,8.000000000e+00,7.000000000e+00,9.000000000e+00,0.000000000e+00,1.899175167e+00,2.705831766e+00,1.949753463e-01,1.000000000e+00,-1.357598066e+00,-2.714752436e+00,1.172415167e-01,2.705830336e+00,-2.433443785e+00,-1.980527878e+00,3.068325758e+00,2.113065720e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,-5.000000000e+00,1.100000000e+01,1.000000000e+00,1.000000000e+00,-4.169995785e+00,-1.021745324e+00,7.585294247e-01,-4.131093979e+00,2.000000000e+00,-4.130362988e+00,9.971892238e-01
22,0,1,1.457035065e+00,7.874370813e-01,-5.123539567e-01,4.633918703e-01,-6.505497098e-01,-3.321815014e+00,-3.090684175e+00,-2.825896025e+00,-2.538810968e+00,-2.156526804e+00,-2.756560802e+00,-3.988079071e+00,2.223303556e+00,8.000000000e+00,7.000000000e+00,9.000000000e+00,0.000000000e+00,-6.268153787e-01,1.843964219e+00,-4.908494651e-01,1.000000000e+00,-1.299783707e+00,-2.599393368e+00,6.632339358e-01,1.843017340e+00,-2.662964344e+00,-1.969350100e+00,1.562123179e+00,2.223303556e+00,3.000000000e+00,3.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,1.400000000e+01,2.000000000e+00,1.000000000e+00,-5.556740284e+00,-1.843883991e+00,-1.075706482e+00,-5.552779198e+00,1.000000000e+00,4.342942646e-07,9.454715997e-02
22,1,1,5.796061158e-01,5.756909251e-01,-1.329106212e+00,9.644735456e-01,1.023141388e-02,-3.137021065e+00,-3.157391787e+00,-2.335199356e+00,-2.510217428e+00,-2.331284761e+00,-2.484266520e+00,-3.140930891e+00,1.344791055e-01,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,1.238448739e+00,2.950617313e+00,1.193757802e-01,1.000000000e+00,-1.904771209e+00,-3.806806564e+00,9.957613349e-01,2.950590611e+00,-2.090234041e+00,-1.908686161e+00,2.133795261e+00,1.344791055e-01,1.000000000e+00,0.000000000e+00,1.000000000e+00,3.000000000e+00,0.000000000e+00,5.000000000e+00,2.000000000e+00,1.000000000e+00,-4.937012196e+00,-1.684949756e+00,4.577994645e-01,-4.928894043e+00,1.000000000e+00,4.342942646e-07,9.221042395e-01
22,2,0,5.320792794e-01,5.149703026e-01,-1.371186018e+00,8.453397751e-01,-1.089022681e-01,-3.160325766e+00,-3.201641083e+00,-2.321610212e+00,-2.579824686e+00,-2.304504633e+00,-2.418085337e+00,-3.177409410e+00,2.825419605e-01,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,1.302903414e+00,2.956044197e+00,2.420698584e-04,1.000000000e+00,-1.886132836e+00,-3.769723177e+00,-2.921249485e-03,2.956043959e+00,-3.097338200e+00,-1.903240561e+00,3.234197140e+00,2.825419605e-01,1.000000000e+00,0.000000000e+00,1.000000000e+00,3.000000000e+00,0.000000000e+00,5.000000000e+00,2.000000000e+00,1.000000000e+00,-4.741382122e+00,-1.771806002e+00,2.141034901e-01,-4.734497547e+00,1.000000000e+00,6.410835385e-01,9.693394303e-01
22,3,1,8.953858614e-01,4.839246869e-01,-1.113669395e+00,8.768703938e-01,-1.645217538e-01,-3.164661884e+00,-3.082206488e+00,-2.531978607e+00,-2.520415545e+00,-2.120608091e+00,-2.492715359e+00,-3.575122118e+00,-1.600671053e+00,5.000000000e+00,6.000000000e+00,8.000000000e+00,0.000000000e+00,7.191733718e-01,2.483186722e+00,-2.621921152e-02,1.000000000e+00,-1.597582459e+00,-3.194384098e+00,1.584626317e+00,2.479694366e+00,-1.419846296e+00,-2.009016752e+00,1.294958472e+00,1.600671053e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,1.000000000e+00,4.342942646e-07,9.802619219e-01
22,4,0,7.411987782e-01,-1.798614860e-02,-1.190773845e+00,6.192750335e-01,-4.946671128e-01,-2.598361254e+00,-2.381977558e+00,-2.152416706e+00,-2.000802040e+00,-1.393282413e+00,-1.913660765e+00,-3.356730461e+00,-2.433569908e+00,9.000000000e+00,7.000000000e+00,9.000000000e+00,0.000000000e+00,1.811860055e-01,1.485255122e+00,-3.349666893e-01,1.000000000e+00,-1.172787428e+00,-2.345195532e+00,3.980779350e-01,1.483796835e+00,-1.584764361e+00,-1.931942225e+00,1.693253994e+00,2.433569908e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.342942646e-07,9.996907711e-01
23,0,1,9.032484293e-01,5.794864893e-01,-1.121835828e+00,4.957409203e-01,-5.456503630e-01,-3.219850779e+00,-3.105689049e+00,-2.569888115e+00,-2.491656065e+00,-2.246211052e+00,-2.604247808e+00,-3.542815685e+00,1.376896739e+00,4.000000000e+00,7.000000000e+00,8.000000000e+00,0.000000000e+00,1.703544617e+00,3.098060369e+00,-4.073480964e-01,1.000000000e+00,-1.701306105e+00,-3.401406288e+00,2.979149520e-01,3.098059893e+00,-2.773104668e+00,-2.025043964e+00,3.045580387e+00,1.376896739e+00,4.000000000e+00,4.000000000e+00,0.000000000e+00,3.000000000e+00,4.000000000e+00,9.000000000e+00,1.000000000e+00,1.000000000e+00,-4.944822788e+00,-2.402130127e+00,-1.398365736e+00,-4.943257332e+00,1.000000000e+00,4.342942646e-07,9.172229171e-01
23,1,0,7.233246565e-01,3.959839344e-01,-1.343517065e+00,9.766115546e-01,1.315137595e-01,-3.119461060e+00,-3.100417852e+00,-2.552725792e+00,-2.606245518e+00,-2.225467205e+00,-2.462416172e+00,-3.446158886e+00,1.386247039e+00,3.000000000e+00,6.000000000e+00,6.000000000e+00,0.000000000e+00,1.628994823e+00,3.040037870e+00,1.984605342e-01,1.000000000e+00,-1.739486456e+00,-3.477421999e+00,1.690704226e-01,3.040037394e+00,-2.833038568e+00,-2.066800594e+00,3.251729250e+00,1.386247039e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,2.000000000e+00,-3.000000000e+00,2.600000000e+01,3.000000000e+00,1.000000000e+00,-4.566689491e+00,-2.347242594e+00,-1.211738586e+00,-4.564813614e+00,1.000000000e+00,4.342942646e-07,9.934548736e-01
23,2,0,8.107619882e-01,3.413595259e-01,-1.196458220e+00,6.714281440e-01,-4.425141215e-01,-3.049156666e+00,-2.892830133e+00,-2.497632265e+00,-2.343544483e+00,-2.028320074e+00,-2.348307610e+00,-3.517613173e+00,1.743874907e+00,7.000000000e+00,7.000000000e+00,9.000000000e+00,0.000000000e+00,2.012769222e+00,3.034750938e+00,-2.828136683e-01,1.000000000e+00,-1.537809372e+00,-3.074950457e+00,-1.044645999e-02,3.034750938e+00,-2.695230961e+00,-2.007182837e+00,3.360373497e+00,1.743874907e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,2.000000000e+01,1.000000000e+00,1.000000000e+00,-5.782333374e+00,-1.963509202e+00,-8.419486880e-01,-5.780475616e+00,1.000000000e+00,4.342942646e-07,9.963550568e-01
24,0,1,1.222083926e+00,8.410527110e-01,-8.467284441e-01,7.921801209e-01,-1.620618552e-01,-3.386044502e+00,-3.346381426e+00,-2.692097664e+00,-2.743833542e+00,-2.311191320e+00,-2.909443855e+00,-3.765594482e+00,-1.524155974e+00,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,9.177702665e-01,2.770169973e+00,-5.291752517e-02,1.000000000e+00,-1.687762976e+00,-3.374466896e+00,4.678979814e-01,2.770164490e+00,-3.116660833e+00,-2.068764687e+00,2.734978914e+00,1.524155974e+00,4.000000000e+00,4.000000000e+00,0.000000000e+00,3.000000000e+00,-4.000000000e+00,2.000000000e+00,3.000000000e+00,1.000000000e+00,-5.834793091e+00,-2.316062450e+00,-1.252524137e+00,-5.834129810e+00,1.000000000e+00,4.342942646e-07,2.042824030e-02
24,1,0,4.401369691e-01,3.156588376e-01,-1.533980370e+00,7.778330445e-01,-1.764089167e-01,-3.094964504e+00,-3.091635227e+00,-2.463725567e+00,-2.576296329e+00,-2.339278936e+00,-2.289401054e+00,-3.219263315e+00,-7.937610745e-01,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,1.805925846e+00,3.242337227e+00,-6.726457924e-02,1.000000000e+00,-1.849623084e+00,-3.696836233e+00,4.350471795e-01,3.242336512e+00,-2.456947327e+00,-1.974091172e+00,3.044315815e+00,7.937610745e-01,3.000000000e+00,0.000000000e+00,3.000000000e+00,3.000000000e+00,-2.000000000e+00,0.000000000e+00,2.000000000e+00,1.000000000e+00,-4.961944103e+00,-2.535022020e+00,-1.373553634e+00,-4.960795403e+00,1.000000000e+00,4.342942646e-07,9.971652627e-01
25,0,1,1.241693020e+00,7.889250517e-01,-7.334071994e-01,8.535720110e-01,-2.603706419e-01,-3.322370768e+00,-3.214399099e+00,-2.775391579e+00,-2.655476332e+00,-2.322791576e+00,-2.763727665e+00,-3.773466587e+00,1.703051925e+00,7.000000000e+00,7.000000000e+00,9.000000000e+00,0.000000000e+00,-4.940046966e-01,2.080714941e+00,-1.006700322e-01,1.000000000e+00,-1.522320151e+00,-3.044140577e+00,1.304965854e+00,2.074528694e+00,-2.139572382e+00,-1.975061655e+00,1.102343440e+00,1.703051925e+00,4.000000000e+00,4.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,1.000000000e+00,1.000000000e+00,1.000000000e+00,-4.261389256e+00,-2.376963139e+00,-1.713079572e+00,-4.259603500e+00,1.000000000e+00,4.342942646e-07,9.100604057e-02
25,1,1,8.331288099e-01,6.202095747e-01,-1.173444390e+00,2.536205649e-01,-7.006199956e-01,-3.303163767e+00,-3.200671196e+00,-2.629745483e+00,-2.610476017e+00,-2.416898251e+00,-2.626476049e+00,-3.515530825e+00,1.072758555e+00,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,-3.009008467e-01,2.268682480e+00,-5.914760232e-01,1.000000000e+00,-1.793633342e+00,-3.585515738e+00,1.377123356e+00,2.265074730e+00,-1.853708386e+00,-2.006535769e+00,1.081585526e+00,1.072758555e+00,3.000000000e+00,2.000000000e+00,1.000000000e+00,3.000000000e+00,2.000000000e+00,0.000000000e+00,1.000000000e+00,1.000000000e+00,-5.374977589e+00,-1.588014007e+00,4.339813292e-01,-5.366506100e+00,1.000000000e+00,4.342942646e-07,8.400486112e-01
25,2,0,4.771962464e-01,3.410239220e-01,-1.407231927e+00,7.896124125e-01,-5.548520759e-02,-3.112439632e+00,-3.088407040e+00,-2.437899828e+00,-2.520152330e+00,-2.301759481e+00,-2.225201607e+00,-3.248404741e+00,8.338525295e-01,4.000000000e+00,6.000000000e+00,6.000000000e+00,0.000000000e+00,-5.318335891e-01,2.035929441e+00,1.146147028e-02,1.000000000e+00,-1.748242378e+00,-3.494985104e+00,-6.867953539e-01,2.035928726e+00,-3.546585798e+00,-1.884405732e+00,2.940476894e+00,8.338525295e-01,1.000000000e+00,1.000000000e+00,0.000000000e+00,2.000000000e+00,-3.000000000e+00,1.000000000e+00,1.000000000e+00,1.000000000e+00,-4.650124073e+00,-1.769306540e+00,-5.677955225e-02,-4.643124104e+00,1.000000000e+00,4.342942646e-07,9.963673353e-01
25,3,0,6.379132867e-01,3.053837717e-01,-1.082956791e+00,-3.187376559e-01,-7.958571315e-01,-3.027238131e+00,-2.853885412e+00,-2.499283075e+00,-2.419612408e+00,-2.166826963e+00,-2.026123285e+00,-3.359236002e+00,1.399765134e+00,4.000000000e+00,4.000000000e+00,4.000000000e+00,0.000000000e+00,9.244762063e-01,2.629129171e+00,-9.207949638e-01,1.000000000e+00,-1.388334990e+00,-2.776341915e+00,-6.780283898e-02,2.629128218e+00,-2.792643785e+00,-1.720852256e+00,2.949634314e+00,1.399765134e+00,2.000000000e+00,2.000000000e+00,0.000000000e+00,3.000000000e+00,4.000000000e+00,2.000000000e+00,2.000000000e+00,1.000000000e+00,-4.067563534e+00,-1.996718168e+00,-1.225531340e+00,-4.063260555e+00,1.000000000e+00,8.098430037e-01,9.974259734e-01
26,0,1,1.262002468e+00,6.207253933e-01,-6.716739535e-01,1.086128950e+00,4.473658651e-02,-3.187933922e+00,-2.987504244e+00,-2.619633675e+00,-2.463548183e+00,-1.978496313e+00,-2.554214716e+00,-3.826955557e+00,2.156436205e+00,7.000000000e+00,6.000000000e+00,8.000000000e+00,0.000000000e+00,1.287435651e+00,2.622256279e+00,1.830392182e-01,1.000000000e+00,-1.292392731e+00,-2.584602356e+00,1.108711679e-02,2.622255087e+00,-3.072799206e+00,-1.933641195e+00,3.096182346e+00,2.156436205e+00,4.000000000e+00,4.000000000e+00,0.000000000e+00,3.000000000e+00,5.000000000e+00,1.400000000e+01,3.000000000e+00,1.000000000e+00,-4.858802795e+00,-1.357374549e+00,-1.672963500e-01,-4.841459274e+00,1.000000000e+00,7.887046337e-01,8.387122750e-01
26,1,1,6.348619461e-01,6.138545275e-01,-1.268215060e+00,7.182802558e-01,-2.359616458e-01,-3.224014521e+00,-3.273737907e+00,-2.498983622e+00,-2.680264235e+00,-2.477982521e+00,-2.516755342e+00,-3.244986057e+00,3.135485053e-01,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,1.116018414e+00,3.036192417e+00,-1.268173307e-01,1.000000000e+00,-1.882044315e+00,-3.761598110e+00,1.399015665e+00,3.036077023e+00,-1.895277023e+00,-1.903050065e+00,1.839412212e+00,3.135485053e-01,3.000000000e+00,0.000000000e+00,3.000000000e+00,3.000000000e+00,1.000000000e+00,2.000000000e+00,1.000000000e+00,1.000000000e+00,-5.561809063e+00,-2.442667484e+00,-1.118276238e+00,-5.560814857e+00,1.000000000e+00,7.879980803e-01,8.556674719e-01
26,2,0,6.906585097e-01,4.053656161e-01,-1.077432156e+00,3.354791999e-01,-1.416416913e-01,-3.094781637e+00,-2.841049910e+00,-2.273564100e+00,-2.153744221e+00,-1.988310456e+00,-2.173301935e+00,-3.379573107e+00,1.274854183e+00,3.000000000e+00,4.000000000e+00,4.000000000e+00,0.000000000e+00,6.123048067e-01,2.294507027e+00,-2.665801942e-01,1.000000000e+00,-1.482789636e+00,-2.965110064e+00,-7.002614439e-02,2.294502974e+00,-2.629013300e+00,-1.768070221e+00,2.529910564e+00,1.274854183e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,2.000000000e+00,-3.000000000e+00,1.000000000e+00,3.000000000e+00,1.000000000e+00,-4.497875690e+00,-1.521112800e+00,-1.024251729e-01,-4.485387325e+00,1.000000000e+00,5.941467285e-01,9.927088022e-01
26,3,0,4.111316204e-01,3.806720674e-01,-1.511404514e+00,5.770164132e-01,-3.772251606e-01,-3.118305206e+00,-3.184009314e+00,-2.404438496e+00,-2.606103420e+00,-2.373986483e+00,-2.303034544e+00,-3.148723125e+00,3.789213300e-01,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,1.863649845e+00,3.305914164e+00,-2.680809200e-01,1.000000000e+00,-1.892056465e+00,-3.781447411e+00,-6.696916819e-01,3.305914164e+00,-3.654678822e+00,-1.922513604e+00,4.206978321e+00,3.789213300e-01,2.000000000e+00,0.000000000e+00,2.000000000e+00,3.000000000e+00,1.000000000e+00,2.000000000e+00,2.000000000e+00,1.000000000e+00,-5.720955849e+00,-1.935553670e+00,-9.701758623e-02,-5.718574524e+00,1.000000000e+00,5.944063663e-01,9.944857955e-01
26,4,0,6.122081876e-01,3.190640509e-01,-1.433671474e+00,6.807085872e-01,-2.735332549e-01,-3.058003187e+00,-2.995773315e+00,-2.439569473e+00,-2.422404051e+00,-2.146484137e+00,-2.364461660e+00,-3.350669146e+00,-1.295926452e+00,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,7.467594743e-01,2.519925356e+00,-1.643889546e-01,1.000000000e+00,-1.752722502e+00,-3.503713608e+00,-1.664450020e-01,2.519924402e+00,-2.907677412e+00,-2.045843124e+00,2.962175608e+00,1.295926452e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,3.000000000e+00,-4.000000000e+00,3.000000000e+01,1.000000000e+00,1.000000000e+00,-5.277718544e+00,-2.368873119e+00,-1.228726149e+00,-5.276216030e+00,1.000000000e+00,1.000284910e+00,9.970717430e-01
26,5,0,3.604925573e-01,3.130465448e-01,-1.524577856e+00,1.442396641e+00,4.010039568e-01,-3.031761646e+00,-3.119980335e+00,-2.405432701e+00,-2.619679928e+00,-2.357997894e+00,-2.197888851e+00,-3.079153776e+00,4.759925306e-01,4.000000000e+00,7.000000000e+00,8.000000000e+00,0.000000000e+00,-1.438370943e+00,1.640172839e+00,5.393066406e-01,1.000000000e+00,-1.837608695e+00,-3.673052788e+00,5.999059081e-01,1.638361335e+00,-2.332908154e+00,-1.885051370e+00,1.300174117e+00,4.759925306e-01,1.000000000e+00,0.000000000e+00,1.000000000e+00,3.000000000e+00,1.000000000e+00,2.000000000e+00,1.000000000e+00,1.000000000e+00,-5.476895332e+00,-1.912228465e+00,-1.598158628e-01,-5.473189831e+00,1.000000000e+00,9.994553924e-01,9.972345233e-01
27,0,1,1.756048322e+00,1.165274024e+00,-1.435299870e-02,1.633713841e+00,5.923212171e-01,-3.589483261e+00,-3.314670801e+00,-2.974482536e+00,-2.696921349e+00,-2.384012699e+00,-2.935298443e+00,-4.175395489e+00,2.036575079e+00,7.000000000e+00,6.000000000e+00,8.000000000e+00,0.000000000e+00,5.762941241e-01,2.672356129e+00,7.306239009e-01,1.000000000e+00,-1.179620862e+00,-2.359152555e+00,1.042784929e+00,2.672236443e+00,-2.819339991e+00,-1.770376086e+00,1.942451715e+00,2.036575079e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,1.000000000e+00,4.342942646e-07,4.311441870e-09
27,1,0,8.007901907e-01,4.118424058e-01,-1.253269434e+00,1.306753457e-01,-9.832641482e-01,-2.926665783e+00,-2.879002333e+00,-2.266676188e+00,-2.377073765e+00,-1.877775669e+00,-2.465241909e+00,-3.315082550e+00,1.544162750e+00,5.000000000e+00,7.000000000e+00,9.000000000e+00,0.000000000e+00,-9.136900902e-01,1.421228886e+00,-8.235645890e-01,1.000000000e+00,-1.665099263e+00,-3.328771114e+00,-1.097527612e-02,1.420931935e+00,-2.799721241e+00,-2.054018259e+00,1.931170106e+00,1.544162750e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.342942646e-07,9.921343327e-01
